256.205, 132.942, 7.993, 10.418 False
256.471, 132.942, 7.993, 10.451 False
256.738, 132.942, 7.993, 10.484 False
257.004, 132.942, 7.993, 10.517 False
257.271, 132.942, 7.993, 10.550 False
257.537, 132.942, 7.993, 10.583 False
257.803, 132.942, 7.993, 10.616 False
258.070, 132.942, 7.993, 10.649 False
258.336, 132.941, 7.993, 10.682 False
258.603, 132.941, 7.993, 10.715 False
258.869, 132.941, 7.993, 10.748 False
259.136, 132.941, 7.993, 10.781 False
259.402, 132.941, 7.993, 10.814 False
259.668, 132.941, 7.993, 10.847 False
259.935, 132.941, 7.993, 10.880 False
260.201, 132.941, 7.993, 10.913 False
260.468, 132.941, 7.993, 10.946 False
260.734, 132.941, 7.993, 10.979 False
261.001, 132.941, 7.993, 11.012 False
261.267, 132.941, 7.993, 11.045 False
261.534, 132.941, 7.993, 11.078 False
261.800, 132.941, 7.993, 11.111 False
262.066, 132.941, 7.993, 11.144 False
262.333, 132.941, 7.993, 11.177 False
262.599, 132.941, 7.993, 11.210 False
262.866, 132.940, 7.993, 11.243 False
263.132, 132.940, 7.993, 11.276 False
263.399, 132.940, 7.993, 11.309 False
263.665, 132.940, 7.993, 11.342 False
263.932, 132.940, 7.993, 11.375 False
264.198, 132.940, 7.993, 11.408 False
264.464, 132.940, 7.993, 11.441 False
264.731, 132.940, 7.993, 11.474 False
264.997, 132.940, 7.993, 11.507 False
265.264, 132.940, 7.993, 11.540 False
265.530, 132.940, 7.993, 11.573 False
265.797, 132.940, 7.993, 11.606 False
266.063, 132.940, 7.993, 11.639 False
266.330, 132.940, 7.993, 11.672 False
266.596, 132.940, 7.993, 11.705 False
266.862, 132.940, 7.993, 11.738 False
267.129, 132.940, 7.993, 11.771 False
267.395, 132.940, 7.994, 11.804 False
267.662, 132.940, 7.994, 11.837 False
267.928, 132.940, 7.994, 11.870 False
268.195, 132.940, 7.994, 11.903 False
268.461, 132.940, 7.994, 11.936 False
268.728, 132.939, 7.994, 11.969 False
268.994, 132.939, 7.994, 12.002 False
269.260, 132.939, 7.994, 12.035 False
269.527, 132.939, 7.994, 12.068 False
269.793, 132.939, 7.994, 12.101 False
270.060, 132.939, 7.994, 12.134 False
270.326, 132.939, 7.994, 12.167 False
270.593, 132.939, 7.994, 12.200 False
270.859, 132.939, 7.994, 12.233 False
271.126, 132.939, 7.994, 12.266 False
271.392, 132.939, 7.994, 12.299 False
271.658, 132.939, 7.994, 12.332 False
271.925, 132.939, 7.994, 12.365 False
272.191, 132.939, 7.994, 12.398 False
272.458, 132.939, 7.994, 12.431 False
272.724, 132.939, 7.994, 12.464 False
272.991, 132.939, 7.994, 12.497 False
273.257, 132.939, 7.994, 12.530 False
273.524, 132.939, 7.994, 12.563 False
273.790, 132.939, 7.994, 12.596 False
274.057, 132.939, 7.994, 12.629 False
274.323, 132.939, 7.994, 12.662 False
274.590, 132.939, 7.994, 12.695 False
274.856, 132.939, 7.994, 12.728 False
275.122, 132.939, 7.994, 12.761 False
275.389, 132.939, 7.994, 12.794 False
275.655, 132.939, 7.994, 12.827 False
275.922, 132.939, 7.994, 12.860 False
276.188, 132.939, 7.994, 12.893 False
276.455, 132.939, 7.994, 12.926 False
276.721, 132.939, 7.994, 12.959 False
276.988, 132.939, 7.994, 12.992 False
277.254, 132.939, 7.994, 13.025 False
277.521, 132.939, 7.994, 13.058 False
277.787, 132.939, 7.994, 13.091 False
278.054, 132.939, 7.994, 13.124 False
278.320, 132.939, 7.994, 13.157 False
278.587, 132.939, 7.994, 13.190 False
278.853, 132.939, 7.994, 13.223 False
279.120, 132.939, 7.994, 13.256 False
279.386, 132.939, 7.994, 13.289 False
279.653, 132.939, 7.994, 13.322 False
279.919, 132.939, 7.994, 13.355 False
280.186, 132.939, 7.994, 13.388 False
280.452, 132.939, 7.994, 13.421 False
280.719, 132.939, 7.994, 13.454 False
280.985, 132.939, 7.994, 13.487 False
281.252, 132.939, 7.994, 13.520 False
281.518, 132.939, 7.994, 13.553 False
281.785, 132.939, 7.995, 13.586 False
282.051, 132.939, 7.995, 13.619 False
282.318, 132.939, 7.995, 13.652 False
282.584, 132.939, 7.995, 13.685 False
282.851, 132.939, 7.995, 13.718 False
283.117, 132.939, 7.995, 13.751 False
283.384, 132.939, 7.995, 13.784 False
283.650, 132.939, 7.995, 13.817 False
283.916, 132.939, 7.995, 13.850 False
284.183, 132.939, 7.995, 13.883 False
284.449, 132.939, 7.995, 13.916 False
284.716, 132.939, 7.995, 13.949 False
284.982, 132.939, 7.995, 13.982 False
285.249, 132.939, 7.995, 14.015 False
285.515, 132.939, 7.995, 14.048 False
285.782, 132.939, 7.995, 14.081 False
286.048, 132.939, 7.995, 14.114 False
286.315, 132.939, 7.995, 14.147 False
286.581, 132.939, 7.995, 14.180 False
286.848, 132.939, 7.995, 14.213 False
287.114, 132.939, 7.995, 14.246 False
287.381, 132.939, 7.995, 14.279 False
287.647, 132.939, 7.995, 14.312 False
287.914, 132.939, 7.995, 14.345 False
288.180, 132.939, 7.995, 14.378 False
288.447, 132.939, 7.995, 14.411 False
288.713, 132.939, 7.995, 14.444 False
288.980, 132.939, 7.995, 14.477 False
289.246, 132.939, 7.995, 14.510 False
289.513, 132.939, 7.995, 14.543 False
289.779, 132.939, 7.995, 14.576 False
290.046, 132.939, 7.995, 14.609 False
290.312, 132.939, 7.995, 14.642 False
290.579, 132.939, 7.995, 14.675 False
290.845, 132.939, 7.995, 14.708 False
291.112, 132.939, 7.995, 14.741 False
291.378, 132.939, 7.995, 14.774 False
291.645, 132.939, 7.995, 14.807 False
291.911, 132.939, 7.995, 14.840 False
292.178, 132.939, 7.995, 14.873 False
292.444, 132.939, 7.995, 14.906 False
292.711, 132.939, 7.995, 14.939 False
292.977, 132.939, 7.995, 14.972 False
293.244, 132.939, 7.995, 15.005 False
293.510, 132.939, 7.995, 15.038 False
293.777, 132.939, 7.995, 15.071 False
294.043, 132.939, 7.995, 15.104 False
294.310, 132.939, 7.995, 15.137 False
294.576, 132.939, 7.995, 15.170 False
294.843, 132.939, 7.995, 15.203 False
295.109, 132.939, 7.995, 15.236 False
295.376, 132.939, 7.995, 15.269 False
295.642, 132.939, 7.995, 15.302 False
295.909, 132.939, 7.995, 15.335 False
296.175, 132.939, 7.995, 15.368 False
296.442, 132.939, 7.995, 15.401 False
296.708, 132.939, 7.995, 15.434 False
296.975, 132.939, 7.995, 15.467 False
297.241, 132.939, 7.995, 15.500 False
297.508, 132.939, 7.995, 15.533 False
297.775, 132.939, 7.995, 15.566 False
298.041, 132.939, 7.995, 15.599 False
298.308, 132.939, 7.995, 15.632 False
298.574, 132.939, 7.995, 15.665 False
298.841, 132.939, 7.995, 15.698 False
299.107, 132.939, 7.996, 15.731 False
299.374, 132.939, 7.996, 15.764 False
299.640, 132.939, 7.996, 15.797 False
299.907, 132.939, 7.996, 15.830 False
300.173, 132.939, 7.996, 15.863 False
300.440, 132.939, 7.996, 15.896 False
300.706, 132.939, 7.996, 15.929 False
300.973, 132.939, 7.996, 15.962 False
301.239, 132.939, 7.996, 15.995 False
301.506, 132.939, 7.996, 16.028 False
301.772, 132.939, 7.996, 16.061 False
302.039, 132.939, 7.996, 16.094 False
302.305, 132.939, 7.996, 16.127 False
302.572, 132.939, 7.996, 16.160 False
302.838, 132.939, 7.996, 16.193 False
303.105, 132.939, 7.996, 16.226 False
303.372, 132.939, 7.996, 16.259 False
303.638, 132.939, 7.996, 16.292 False
303.905, 132.939, 7.996, 16.325 False
304.171, 132.939, 7.996, 16.358 False
304.438, 132.939, 7.996, 16.391 False
